# Event BURNOUT occurred at t=6.322 seconds
# Event EJECTION_CHARGE occurred at t=6.322 seconds
1.79740879,0.44827412
1.7948125,0.44870846
1.79092976,0.44935927
1.78513184,0.45033392
1.77685717,0.45173081
1.76864621,0.45312501
1.76049825,0.4545155
1.75241261,0.45590214
1.74438862,0.45728494
1.73642562,0.45866392
1.72852294,0.4600391
1.72067995,0.46141048
1.71289601,0.46277809
1.70517048,0.46414195
1.69750273,0.46550206
1.68989216,0.46685859
1.68233815,0.46821153
1.67484003,0.46956084
1.66739638,0.47090676
1.66000637,0.47224925
1.65266943,0.47358831
1.64538502,0.47492398
1.63815258,0.47625627
1.63097159,0.4775852
1.6238415,0.47891079
1.61676181,0.48023306
1.60973198,0.48155203
1.6027515,0.48286773
1.59582013,0.48410495
1.58893851,0.48529008
1.58210619,0.48647261
1.57532264,0.48765255
1.56858731,0.48882992
1.56189969,0.49000474
1.55525926,0.49117703
1.54866549,0.4923468
1.54211787,0.49351412
1.53561532,0.49467918
1.52915704,0.49584196
1.52274257,0.49700246
1.51637144,0.49816072
1.51004319,0.49931675
1.50375739,0.50047056
1.49751358,0.50162219
1.49131133,0.50277165
1.48515019,0.50391896
1.47902976,0.50506414
1.47294959,0.50620721
1.46690928,0.5073482
1.46090842,0.50848713
1.45494659,0.50962401
1.44902339,0.51075887
1.44313843,0.51189173
1.43729132,0.51302262
1.43148167,0.51415155
1.4257091,0.51527861
1.41997322,0.51640398
1.41427363,0.51752749
1.40860952,0.51864932
1.40298029,0.51976944
1.39738577,0.52077084
1.39182733,0.52163843
1.38630482,0.52250556
1.38081783,0.52337226
1.37536597,0.52423852
1.36994884,0.52510438
1.36456608,0.52596983
1.3592173,0.52683489
1.35390213,0.52769958
1.3486202,0.52856391
1.34337116,0.52942789
1.33815465,0.53029154
1.33297031,0.53115487
1.32781781,0.53201789
1.32269679,0.53288062
1.31760693,0.53374308
1.31254788,0.53460527
1.30751933,0.53546722
1.30252095,0.53632893
1.29755242,0.53719043
1.29261341,0.53805175
1.28770326,0.53891303
1.28282151,0.53977424
1.27796784,0.54063538
1.27314198,0.54149648
1.26834363,0.54235756
1.26357253,0.54321863
1.25882839,0.5440797
1.25411094,0.5449408
1.24941991,0.54580193
1.24475503,0.54666313
1.24011605,0.54752447
1.23550269,0.54838592
1.2309147,0.54924748
1.22635184,0.55010916
1.22181385,0.55097099
1.21730048,0.55183297
1.21281149,0.55269513
1.20834665,0.55355749
1.2039057,0.55442007
1.19948844,0.55526816
1.19509504,0.5560048
1.19072555,0.55674226
1.18637972,0.55748055
1.18205731,0.55821969
1.17775809,0.55895968
1.17348168,0.55970062
1.1692276,0.56044254
1.16499561,0.56118543
1.16078547,0.5619293
1.15659699,0.56267417
1.15242993,0.56342006
1.1482841,0.56416698
1.14415927,0.56491494
1.14005526,0.56566397
1.13597184,0.56641407
1.13190882,0.56716527
1.12786601,0.56791757
1.1238432,0.568671
1.1198402,0.56942557
1.11585683,0.5701813
1.11189288,0.57093821
1.10794818,0.57169631
1.10402254,0.57245562
1.10011578,0.57321616
1.09622826,0.5737354
1.09236036,0.57424985
1.08851189,0.57476695
1.08468264,0.57528672
1.08087241,0.57580915
1.07708101,0.57633427
1.07330823,0.57686207
1.06955389,0.57739256
1.06581778,0.57792577
1.06209971,0.57846172
1.05839922,0.57900047
1.05471613,0.579542
1.05105026,0.58008631
1.04740207,0.58020663
1.04377301,0.58016011
1.04016298,0.58011922
1.03657174,0.58008388
1.03299908,0.58005408
1.02944477,0.58002977
1.0259086,0.58001095
1.02239035,0.57999759
1.01888981,0.57998966
1.01540678,0.57998714
1.01194105,0.57999002
1.00849242,0.57999828
1.0050607,0.58001189
1.00164569,0.58003084
0.9982475,0.57961794
0.99486835,0.57881376
0.99150823,0.57801706
0.98816687,0.57722773
0.98484403,0.57644567
0.98153948,0.57567077
0.97825297,0.57490293
0.97498427,0.57414204
0.97173315,0.57338802
0.96849939,0.57264076
0.96528276,0.57190017
0.96208304,0.57116615
0.95890003,0.57043861
0.9557335,0.56971747
0.95258316,0.56900266
0.94944867,0.5683541
0.94632918,0.56799131
0.94322415,0.56763273
0.9401334,0.56727831
0.93705679,0.56692797
0.93399416,0.56658169
0.93094534,0.5662394
0.92791019,0.56590105
0.92488855,0.56556659
0.92188027,0.56523599
0.91888522,0.56490918
0.91590323,0.56458613
0.91293418,0.56426678
0.90997792,0.5639511
0.90703431,0.56363903
0.90410322,0.56333053
0.90118451,0.56302557
0.89827862,0.56205214
0.89538748,0.56073031
0.89251098,0.55944862
0.88964885,0.55820445
0.88680084,0.55699542
0.88396668,0.55581937
0.88114615,0.55467433
0.87833901,0.55355851
0.87554504,0.55247029
0.87276403,0.55140815
0.86999577,0.55037072
0.86724005,0.54935673
0.8644967,0.54836501
0.86176551,0.54739447
0.85904631,0.54644411
0.85633892,0.545513
0.85364318,0.54460028
0.8509589,0.54370514
0.84828581,0.54282682
0.84562376,0.54196458
0.84297258,0.54111776
0.84033213,0.54028575
0.83770227,0.53946798
0.83508285,0.5386639
0.83247375,0.53787301
0.82987483,0.53709482
0.82728595,0.53632889
0.824707,0.53557479
0.82213785,0.5348321
0.81957837,0.53410046
0.81702844,0.5333795
0.81448796,0.53266888
